id,original_post_id,undergrad_gpa,undergrad_gpa_out_of,grad_gpa,grad_gpa_out_of,gre_quant,gre_verbal,gre_writing,undergrad_institution,grad_institution,undergrad_major,grad_major,math_courses,phd_course_taken,research_experience,publications,work_experience_years,letters_of_rec,schools_applied,schools_accepted,schools_rejected,schools_waitlisted,funding_status,extracted_at
7945,56117,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7946,56120,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7947,56127,3.75,4.0,,,,,,Occidental College,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7948,56128,3.75,4.0,,,,,,Occidental College,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7949,56129,3.5,4.0,,,,,,Occidental College,,,,['strong math background'],False,,,2.0,,[],[],[],[],,2025-12-10 19:35:44.756236
7950,56151,,,,,,,,,Auburn University,,,[],False,,,,,"['UT-Austin', 'Stanford']",[],[],[],,2025-12-10 19:35:44.756236
7951,56134,4.0,4.0,,,,,,USNWR Top 20 Public,,Econ/Math,,"['Advanced Calculus I', 'Advanced Calculus II', 'Linear Algebra', 'Probability', 'Intro to Stats I', 'Intro to Stats II', 'Multivariable Calculus', 'Stochastic Processes']",True,True,,,"Two very strong ones from micro professors, one strong one from probability professor","['regional Fed banks', 'math REUs', ""LSE's summer school""]",[],[],[],,2025-12-10 19:35:44.756236
7952,56145,,,,,,,,,,,,[],False,,,,,"['Duke', 'Stanford', 'Yale', 'NYU', 'Columbia', 'Wharton', 'CMU', 'UBC', 'Kellogg', 'Booth', 'Florida', 'Minnesota', 'UT Austin', 'South Carolina', 'INSEAD', 'Colorado', 'HKUST']",[],[],[],,2025-12-10 19:35:44.756236
7953,56146,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7954,56148,3.5,4.0,3.8,4.0,,,,Auburn University,Auburn University,Accounting,Accounting,"['Statistics', 'Calculus', 'Trigonometry']",False,,,2.0,,['University of Kentucky'],[],[],[],,2025-12-10 19:35:44.756236
7955,56149,3.5,4.0,,,,,,,,Accounting,,"['Calculus', 'Linear Algebra']",False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7956,56197,,,,,,,,,,,,[],False,False,,,quality of LoRs,"['Brown', 'Cornell', 'Michigan']",[],[],[],,2025-12-10 19:35:44.756236
7957,56153,,,,,,,,,Auburn University,Business,Accounting,[],False,,,20.0,,['Stanford'],[],[],[],,2025-12-10 19:35:44.756236
7958,56173,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7959,56176,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7960,56198,,,,,,,,,,,,[],False,False,,,quality of LoRs might make up for limited research experience,"['Brown', 'Cornell', 'Michigan']",[],[],[],,2025-12-10 19:35:44.756236
7961,56190,3.88,4.0,3.6,4.0,170.0,155.0,3.0,Italian research private university,Italian research private university,Economics,Economics,"['Calculus I', 'Calculus II', 'Linear Algebra', 'Math']",False,True,,,"1 Princeton PhD, 1 Columbia PhD, 1 Cambridge PhD","['LSE', 'Stanford', 'Columbia', 'NYU', 'Northwestern', 'Michigan', 'Wisconsin', 'Minnesota', 'Duke', 'Brown', 'Cornell', 'UCLA', 'UCSD']",[],[],[],,2025-12-10 19:35:44.756236
7962,56191,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7963,56192,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7964,56196,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7965,56205,3.7,4.0,,,,,,Top 20 US,,Systems Engineering,,[],False,True,,0.0,,"['NYU', 'Michigan', 'Duke']",[],[],[],,2025-12-10 19:35:44.756236
7966,56219,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7967,56231,,,,,,,,,Johns Hopkins University,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7968,56237,,,,,167.0,163.0,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7969,56238,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7970,56260,3.83,4.0,,,164.0,160.0,4.5,Top 20 University,,Management/Marketing,,[],False,True,0.0,0.0,"3 strong recommendations (2 from professors in OB, 1 from sociology department)",['Top 20 Programs'],[],[],[],,2025-12-10 19:35:44.756236
7971,56263,3.4,4.0,6.3,9.0,,,,Small private university in the United States,"IIM, India",Electrical Engineering,MBA,[],False,True,,6.0,"2 from Grad school profs, 1 from director of a large local firm","['3 in Top 10', '5 in Top 30', '4 in Europe & Asia']",[],[],[],,2025-12-10 19:35:44.756236
7972,56264,,,,,155.0,162.0,4.5,,,,,[],False,,,,,"['TSE', 'Tilburg']",[],[],[],,2025-12-10 19:35:44.756236
7973,56270,,,,,155.0,162.0,4.5,,,,,[],False,,,,At least two letters of recommendation,"['TSE', 'Tilburg University']",[],[],[],,2025-12-10 19:35:44.756236
7974,56276,,,,,,,,,,,,[],False,,,,,"['Tilburg', 'Toulouse']",[],[],[],Eiffel Scholarship,2025-12-10 19:35:44.756236
7975,56302,,,,,,,,,,,,[],False,True,,,,"['Harvard Kennedy School', 'Columbia (SIPA)', 'USC', 'UCLA', 'Northwestern', 'Warwick', 'UCL', 'LSE']",[],[],[],,2025-12-10 19:35:44.756236
7976,56282,,,3.76,4.0,166.0,165.0,4.0,top-15 US university,,Economics,International Political Economy,"['Calculus II', 'Multivariable Calculus', 'Differential Equations']",False,True,,,"1) Prof. in NR (PhD. Wisconsin), 2) Prof. in Economics and Education (PhD. Columbia), 3) A good letter from either of two graduate professors","['Yale F&ES', 'Cornell AEM', 'Duke Nicholas School', 'UC Davis', 'Maryland', 'Arizona', 'Colorado State', 'Connecticut', 'Minnesota', 'Wisconsin', 'Alberta', 'Dalhousie', 'Guelph']",[],[],[],,2025-12-10 19:35:44.756236
7977,56291,3.9,4.0,,,162.0,165.0,4.5,high-ranked public school,,Psychology,,['Math'],False,True,,4.0,"3 from psychology professors currently conducting research (2 are big names, the other is head of psych dept but not well known)",[],[],[],[],,2025-12-10 19:35:44.756236
7978,56299,3.4,4.0,,,,,,top 10 liberal arts school,,Pure Mathematics and Economics,,"['Analysis I', 'Analysis II', 'Abstract Algebra', 'Linear Algebra']",False,,,1.0,from two endowed chairs in Econ and an assistant in math,[],[],[],[],,2025-12-10 19:35:44.756236
7979,56301,3.19,4.0,3.78,4.0,164.0,160.0,3.5,University of Dhaka,BRAC University,BBA,Master of Development Studies,"['Statistics', 'Statistics']",False,True,,2.0,,[],[],[],[],,2025-12-10 19:35:44.756236
7980,56308,,,15.7,20.0,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7981,56310,3.06,4.0,,,168.0,146.0,,VTU,,,,[],False,,,3.0,,"['SJSU', 'ASU', 'Texas A&M', 'Stony Brook', 'University of Massachusetts', 'Ahmrest']",[],[],[],,2025-12-10 19:35:44.756236
7982,56311,,,,,,,,,,Engineering,,"['Logic and set theory', 'Real Analysis', 'Complex Numbers', 'Vectors and Matrices', 'Basic Probability', 'Mathematical Methods', 'Numerical Methods', 'Ordinary Differential Equations', 'Multivariate Calculus', 'Statistics', 'Differential Equations', 'Linear Algebra', 'Calculus', 'Vector Calculus', 'Complex Variables', 'Discrete Mathematics', 'Applied Statistics', 'Operational Research']",False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7983,56324,3.66,4.0,,,,,,,,Accounting,,[],False,False,,5.0,"1 from tenured finance professor, 1 from management professor, 1 from head partner in accounting firm",[],[],[],[],,2025-12-10 19:35:44.756236
7984,56326,,,,,,,,,,,,[],False,False,,,research references from professors with PhDs,[],[],[],[],,2025-12-10 19:35:44.756236
7985,56328,,,,,,,,,,,,[],False,True,,,,"['NYU', 'USC', 'Columbia', 'UCLA', 'Boston University']",[],[],[],,2025-12-10 19:35:44.756236
7986,56333,0.67,1.0,7.7,10.0,,,,Top school in India,,Dental Surgery,MBA in Finance,[],False,True,30.0,5.0,3 professors who have been Head of department of Management department of a leading university in India and 1 senior level public health scientist at national level public research body in India,[],[],[],[],,2025-12-10 19:35:44.756236
7987,56334,0.67,1.0,7.7,10.0,,,,Top school in India,,Dental Surgery,Finance,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7988,56344,3.7,4.0,,,170.0,170.0,5.5,University of Wisconsin,,Statistics,,"['Honors linear algebra', 'multivariable calculus', 'Intro to modern algebra']",False,False,,,My stats adviser liked me but I haven't talked to him in years,[],[],[],[],,2025-12-10 19:35:44.756236
7989,56346,2.87,4.0,,,,,,,,English,Public Administration,[],False,,,,,['SUNY Stony Brook'],[],[],[],,2025-12-10 19:35:44.756236
7990,56349,,,,,170.0,,5.5,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7991,56351,2.87,4.0,,,,,,good school,,English,Public Administration,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7992,56356,3.6,4.0,,,,,,small liberal arts college in California,,Economics and International Relations,,['Math'],False,True,,1.0,,"['LSE', 'Oxbridge']",[],[],[],,2025-12-10 19:35:44.756236
7993,56362,,,,,,,,,,,,[],,,,,generic,[],[],[],[],,2025-12-10 19:35:44.756236
7994,56365,,,,,,,,,,,,"['multivariable calculus', 'linear algebra', 'real analysis']",True,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7995,56368,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7996,56369,3.94,4.0,,,167.0,162.0,,Top 3 accounting public university,Top 3 accounting public university,Accounting,Tax,"['Mathematical statistics I', 'Mathematical statistics II', 'Applied Statistics', 'Linear Algebra', 'Calculus I', 'Calculus II', 'Calculus III']",False,False,,0.0,,[],"['Columbia University', 'Cornell University']",[],[],,2025-12-10 19:35:44.756236
7997,56371,,,,,51.0,,,,,,,[],False,,,,,"['UPenn', 'Texas', 'Illinois', 'MIT', 'UNC', 'PennState', 'Columbia', 'Michigan State', 'USC', 'Wisconsin', 'Washington']",[],[],[],,2025-12-10 19:35:44.756236
7998,56608,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7999,56373,,,,,,,,,,,,[],False,,,,,"['Indiana', 'UC-Irvine', 'Nebraska', 'Columbia', 'Penn State', 'Florida']",[],[],[],,2025-12-10 19:35:44.756236
8000,56378,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8001,56380,3.6,4.0,,,,,,small liberal arts college in California,,Economics and International Relations,,['Math'],False,True,,0.0,,"['LSE', 'Oxbridge']",[],[],[],,2025-12-10 19:35:44.756236
8002,56385,3.5,4.0,3.0,4.0,162.0,,,,SUNY Binghamton,,,[],False,True,2.0,2.0,reference letter from Cornell Dean,[],[],[],[],,2025-12-10 19:35:44.756236
8003,56422,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8004,56414,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8005,56415,,,,,,,,,,,,[],False,True,,,2 out of 3 letter writers in common,[],[],[],[],,2025-12-10 19:35:44.756236
8006,64646,,,,,,,,,"University of California, Davis",,,[],False,,,,,"['University of California, Davis']",[],[],"['University of California, Davis']","If accepted, funding years 2-5, unlikely but still possible funding for year 1",2025-12-10 19:35:44.756236
8007,56430,,,,,169.0,158.0,3.0,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8008,56432,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8009,56435,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8010,56437,3.5,4.0,2.7,4.0,170.0,153.0,3.0,,,Statistics,Econ,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8011,56438,3.95,4.0,,,,,,Regional State College,,Accounting and Economics,,"['Calculus I', 'Multivariable Calculus', 'Linear Algebra', 'Stochastic Calculus']",False,True,,3.0,"1 from Accounting, 1 from Economics, and 1 from Mathematics Department","['UT Austin', 'University of Houston', 'Texas A&M', 'Penn State University', 'University of Central Florida', 'Morgan State University', 'University of Illinois Urbana', 'Temple University', 'Florida State University', 'Florida International University', 'University of Florida', 'Arizona State University', 'University of Arizona', 'University of Georgia', 'Georgia State University']",[],[],[],Need tuition waivers and stipends,2025-12-10 19:35:44.756236
8012,56439,,,,,,,,,,,,[],False,True,,0.0,good letters of rec,"['UT Austin', 'Texas A&M', 'Penn State', 'Illinois', 'Florida State', 'Florida', 'Arizona State', 'Arizona', 'Georgia', 'Houston', 'Central Florida', 'Temple', 'Georgia State', 'Florida International', 'Morgan State', 'University of Texas - Arlington', 'University of North Texas', 'University of Texas - San Antonio', 'Louisiana Tech', 'Kent State', 'Mississippi State', 'Southern Illinois', 'Memphis']",[],[],[],,2025-12-10 19:35:44.756236
8013,56441,3.6,4.0,3.9,4.0,,,,regionally known state school,Top 50 B School,Business Administration,Finance,[],False,True,2.0,13.0,,[],[],[],[],,2025-12-10 19:35:44.756236
8014,56449,,,,,,,,,,,,[],False,,,10.0,,[],[],[],[],,2025-12-10 19:35:44.756236
8015,56452,,,,,,,,,,,,[],False,,,10.0,,[],[],[],[],,2025-12-10 19:35:44.756236
8016,64334,,,,,,,,,University of Maine,,Ag and Resource Econ,[],False,,,,,"['University of Maine', 'Cornell University']","['University of Maine', 'Cornell University']",[],[],RA + TA,2025-12-10 19:35:44.756236
8017,56466,3.52,4.0,,,161.0,155.0,,Large State University,,Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Probability and Statistics', 'Mathematical Statistics', 'Econometrics', 'Differential Equations']",False,True,,,2 VERY strong letters from my 2 econ professors.,"['Warwick', 'Queen Mary', 'Exeter', 'Lancaster', 'Nottingham', 'Bristol', 'York', 'Kent', 'Surrey', 'Southampton']",[],[],[],,2025-12-10 19:35:44.756236
8018,56471,,,,,,,,,University of Nottingham,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8019,56474,2.0,4.0,,,,,,top-tier UK university,,Maths,Economics,[],False,,,,,"['Oxford', 'UCL', 'Essex', 'Tinbergen Institute', 'ECARES', 'Barcelona GSE', 'Stockholm SSE', 'Toulouse TSE', 'Carlos 3 Madrid']",[],[],[],,2025-12-10 19:35:44.756236
8020,56481,3.16,4.0,3.46,4.3,165.0,153.0,,"IIEST, Shibpur",IIM Ranchi,Electronics & Telecom,PGDM,[],False,,,3.0,,"['Kelley - Indiana University', 'Mc Combs - UT Austin', 'Kenan Flager - Univ of North Carolina', 'Simon - University of Rochester', 'Scheller - Georgia Tech', 'NUS Business School']",[],[],[],,2025-12-10 19:35:44.756236
8021,56494,,,,,,,,small state school,,,,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Statistics', 'Linear Algebra']",False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8022,56503,,,,,,,,,,,,"['analysis', 'graduate level math courses', 'differential equations']",,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8023,56651,2.88,4.0,,,,,,null,,Commerce,,[],False,,,0.0,,"['National University of Singapore', 'Monash University']",[],[],[],,2025-12-10 19:35:44.756236
8024,56504,,,,,,,,,,,,"['Analysis', 'Differential Equations', 'Linear Algebra', 'Probability', 'Statistics', 'Measure Theoretic Probability']",,,,,,['UPenn'],[],[],[],,2025-12-10 19:35:44.756236
8025,56506,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8026,56526,,,,,,,,,,Engineering,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8027,56533,,,,,,,,,"University of California, Berkeley",,Agricultural and Resource Economics,[],False,,,,,"['University of California, Berkeley']",[],[],[],,2025-12-10 19:35:44.756236
8028,56538,,,,,,,,,"University of California, Berkeley",,Agricultural and Resource Economics,[],False,,,,,"['University of California, Berkeley']",[],[],[],,2025-12-10 19:35:44.756236
8029,56544,,,,,162.0,151.0,4.0,,,Biomedical Engineering,Biomedical Engineering,[],False,True,3.0,4.0,,"['University of Wisconsin Madison', 'University of California, San Diego', 'Vanderbilt University', 'Case Western Reserve University', 'Northwestern University', 'University of Southern California']",[],[],[],,2025-12-10 19:35:44.756236
8030,56545,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8031,56656,,,,,,,,,,,,[],,,,,4,[],[],[],[],,2025-12-10 19:35:44.756236
8032,56659,,,,,,,,,Notre Dame,,,[],False,True,,,,[],[],[],[],"competitive stipend of $19,000 for nine months, summer funding available",2025-12-10 19:35:44.756236
8033,56673,2.68,4.0,7.7,10.0,,,,Top school in India,Not from a top school,Dental Surgery,MBA in Finance,[],False,True,30.0,5.0,3 professors who have been Head of department of Management department of a leading university in India and 1 senior level public health scientist at national level public research body in India,[],[],[],[],,2025-12-10 19:35:44.756236
8034,56546,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8035,56547,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
8036,56548,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8037,56551,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8038,56554,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8039,56595,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8040,56564,3.52,4.0,4.0,4.0,,,,local university in India,A grade university in India,Mathematics/ Physics/ Chemistry,Management Science,"['Quantitative Modeling in Marketing', 'Econometric', 'Game Theory']",True,False,,2.0,Many senior professors at my school will be happy to write favorable LORs for me.,[],[],[],[],,2025-12-10 19:36:53.069847
8041,56864,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8042,56567,,,,,,,,,,,,[],False,False,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8043,56569,,,,,,,,,,,,[],,,,,,"['MIT', 'Stanford', 'Berkeley', 'Brown', 'UT schools', 'Michigan']",[],[],[],,2025-12-10 19:36:53.069847
8044,56598,,,,,,,,,,pharmaceuticals,,[],False,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8045,56570,,,,,,,,,,,,[],False,,,,,[],['accounting PhD'],[],[],,2025-12-10 19:36:53.069847
8046,56571,,,,,,,,UT,,Economics,,[],False,True,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8047,56575,3.76,4.0,3.82,4.0,,,,"University of California, Berkeley",Stanford University,Applied Math and Economics,Engineering Economic Systems,['Applied Math'],False,,,20.0,,[],[],[],[],,2025-12-10 19:36:53.069847
8048,56603,3.8,4.0,,,162.0,163.0,5.0,"University of California, San Diego",,Mathematics and Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Intro Differential Equations', 'Probability', 'Mathematical Statistics I', 'Mathematical Statistics II', 'Stochastic Processes I', 'Stochastic Processes II', 'Foundations of Higher Mathematics', 'Introduction to Mathematical Analysis I', 'Introduction to Mathematical Analysis II', 'Applied Linear Algebra', 'Numerical Analysis', 'Numerical Optimization I', 'Numerical Optimization II', 'Time Series', 'Convex Analysis I', 'Convex Analysis II', 'Convex Analysis III', 'Stochastic Processes']",False,True,,1.0,"One very enthusiastic letter from senior thesis adviser, another letter from a lesser known professor, and a letter from a mathematics professor.","['University of California, Los Angeles', 'University of California, Berkeley', 'University of California, San Diego', 'Stanford University', 'University of Michigan', 'Yale University', 'University of California, Davis']",[],[],[],,2025-12-10 19:36:53.069847
8049,56576,,,,,,,,,,Accounting,,[],False,,,20.0,,[],[],[],[],,2025-12-10 19:36:53.069847
8050,56578,3.76,4.0,3.82,4.0,,,,"University of California, Berkeley",Stanford University,Applied Math and Economics,Engineering Economic Systems,['Applied Math'],False,,,20.0,,[],[],[],[],,2025-12-10 19:36:53.069847
8051,56579,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
8052,56581,,,,,,,,,,,,[],False,,,,,"['Duke', 'Wharton', 'Stanford']",[],[],[],,2025-12-10 19:36:53.069847
8053,56582,3.95,4.0,,,,,,Regional State College,,Accounting and Economics,,"['Calculus I', 'Multivariable Calculus', 'Linear Algebra', 'Stochastic Calculus']",False,True,,3.0,"1 from Accounting, 1 from Economics, and 1 from Mathematics Department","['UT Austin', 'University of Houston', 'Texas A&M', 'Penn State University', 'University of Central Florida', 'Morgan State University', 'NYU', 'Northwestern', 'University of Illinois Urbana', 'Temple University', 'Florida State University', 'Florida International University', 'University of Florida', 'Arizona State University', 'University of Arizona', 'University of Georgia', 'Georgia State University']",[],[],[],Need tuition waivers and stipends,2025-12-10 19:36:53.069847
8054,56583,,,,,,,,regional state college,top 25 MAcc program,,,[],False,True,,,,"['NYU', 'Northwestern', 'UT Austin', 'Morgan State', 'Central Florida', 'FSU', 'Houston', 'Georgia State']",[],['1 program on your list'],[],may be a big issue,2025-12-10 19:36:53.069847
8055,56586,,,,,,,,,,Pharmacy,,[],False,,,,,[],[],[],[],,2025-12-10 19:36:53.069847
